content_cost_ratio,competitor_moves,price_increase_pct,bundle_member,tenure_months,engagement_hours,support_tickets,region,plan_type,churn
0.462,0,0.0,1,20,59.8,0,APAC,Standard,0
0.541,1,2.71,0,31,29.3,0,APAC,Premium,0
0.496,3,2.19,0,1,29.9,0,EU,Standard,0
0.503,0,5.56,0,22,42.6,1,LATAM,Basic,0
0.531,2,2.37,1,43,57.4,0,EU,Premium,0
0.557,3,3.93,1,14,92.8,1,LATAM,Standard,1
0.5,1,0.0,0,19,13.9,0,APAC,AdTier,0
0.584,0,0.0,0,14,28.0,0,APAC,Premium,0
0.451,0,7.18,0,2,49.6,0,NA,Standard,1
0.52,3,3.1,0,9,30.5,0,EU,Basic,0
0.676,3,1.0,0,14,61.7,0,EU,Standard,1
0.533,4,3.49,0,3,41.6,2,APAC,Premium,1
0.606,1,0.89,0,20,62.7,1,LATAM,AdTier,0
0.525,1,2.43,0,34,40.0,0,NA,Premium,0
0.555,5,0.09,0,6,55.9,0,APAC,AdTier,0
0.517,1,1.42,0,28,25.9,0,NA,Premium,1
0.51,2,2.17,1,6,83.7,0,APAC,Standard,0
0.473,0,5.24,0,2,11.0,1,NA,Standard,0
0.546,1,3.93,1,46,30.8,0,EU,Standard,0
0.469,2,4.28,0,8,16.6,0,EU,Standard,0
0.56,2,2.95,0,18,61.0,0,APAC,Basic,0
0.585,3,4.65,0,2,55.8,1,EU,Standard,1
0.542,5,1.25,0,1,20.6,0,NA,Premium,0
0.503,5,1.53,1,4,64.9,1,EU,Basic,0
0.547,4,3.82,0,22,31.0,1,EU,Standard,1
0.501,4,2.44,0,21,52.7,2,NA,Basic,1
0.576,3,2.97,0,18,57.4,0,NA,Premium,0
0.41,3,2.67,0,8,40.1,0,LATAM,Standard,0
0.5,1,5.51,1,11,63.2,0,NA,Standard,0
0.401,1,5.61,1,7,42.1,0,NA,Premium,0
0.43,0,1.75,0,31,51.8,0,EU,Standard,0
0.602,2,0.0,0,8,39.5,0,NA,Standard,0
0.574,5,1.58,0,2,7.6,1,EU,Standard,1
0.477,0,1.21,0,16,42.5,0,NA,AdTier,0
0.43,3,4.66,0,3,27.5,1,NA,Standard,0
0.4,0,4.84,0,1,72.8,0,EU,Standard,0
0.487,4,0.94,0,1,17.7,0,EU,Premium,0
0.665,0,1.49,0,11,69.5,0,NA,Premium,0
0.546,1,0.04,0,17,41.4,1,EU,AdTier,0
0.486,2,3.27,0,1,53.1,0,EU,Basic,0
0.548,1,2.91,1,11,17.4,1,APAC,AdTier,0
0.426,2,4.58,0,2,38.8,2,NA,Premium,0
0.502,1,3.99,1,13,31.7,1,EU,Premium,0
0.526,5,4.22,0,42,87.1,1,NA,Premium,0
0.515,2,0.0,0,13,31.2,0,NA,Basic,0
0.567,3,1.75,1,28,68.1,0,EU,Standard,0
0.541,3,4.9,0,15,68.3,0,EU,Basic,0
0.56,6,1.92,1,39,67.8,0,LATAM,Standard,0
0.479,1,0.0,1,22,33.1,0,NA,Standard,0
0.574,3,4.62,0,17,81.1,0,EU,AdTier,0
0.618,1,1.85,0,12,85.2,0,LATAM,Standard,0
0.462,2,5.13,0,10,52.3,0,EU,Premium,1
0.467,2,2.96,1,45,35.7,1,APAC,Standard,0
0.6,1,2.45,0,18,27.8,1,EU,Premium,0
0.509,1,5.73,1,48,54.4,0,APAC,Basic,0
0.604,3,0.39,0,6,46.3,0,APAC,Basic,0
0.493,1,5.87,0,57,48.7,1,NA,Standard,1
0.607,2,1.72,0,4,18.0,1,APAC,AdTier,1
0.528,3,3.32,1,30,45.7,0,NA,Standard,0
0.535,1,3.34,1,4,67.9,0,APAC,Premium,0
0.614,4,2.15,0,2,61.3,2,EU,Basic,0
0.498,1,1.48,0,8,36.7,1,EU,Standard,0
0.464,2,2.26,0,9,42.8,2,NA,AdTier,0
0.493,0,0.97,0,26,15.6,0,NA,Standard,0
0.547,2,6.92,1,7,31.7,1,NA,Basic,0
0.426,2,2.04,0,13,38.2,0,NA,AdTier,0
0.558,2,5.32,1,5,57.7,1,NA,Basic,0
0.488,2,5.05,0,6,30.9,1,NA,Premium,0
0.589,2,3.73,1,56,24.3,1,APAC,Basic,0
0.4,5,2.73,1,11,60.2,0,APAC,AdTier,0
0.473,3,3.39,1,13,36.5,1,EU,AdTier,0
0.419,4,4.14,1,12,28.2,1,APAC,Standard,1
0.47,0,3.2,0,8,61.2,0,NA,Premium,0
0.535,2,0.0,1,13,54.2,1,APAC,AdTier,0
0.509,2,0.0,0,33,40.9,2,EU,Premium,0
0.505,1,6.02,0,19,38.0,4,NA,Premium,0
0.51,4,0.0,0,17,52.6,1,EU,Premium,1
0.532,0,3.39,1,1,55.8,0,LATAM,Basic,0
0.459,0,2.53,1,46,49.2,1,NA,Standard,0
0.562,3,3.32,0,3,47.4,0,NA,Standard,1
0.56,2,0.72,1,43,32.9,0,APAC,Standard,0
0.543,2,3.7,1,5,34.1,0,NA,Standard,1
0.553,1,3.41,1,5,41.6,1,EU,Standard,0
0.538,4,8.52,0,21,25.8,0,NA,Standard,1
0.642,2,3.26,0,5,23.4,0,NA,Standard,1
0.515,3,5.7,0,4,43.2,1,APAC,Basic,1
0.502,2,0.0,1,35,64.8,0,LATAM,Basic,0
0.475,2,5.04,0,1,3.5,0,EU,Standard,1
0.458,1,3.45,1,22,37.2,1,APAC,AdTier,0
0.445,4,3.54,1,3,50.5,1,NA,Standard,0
0.467,0,3.57,0,25,66.4,0,NA,AdTier,0
0.516,2,6.41,1,2,81.0,1,NA,AdTier,0
0.54,2,3.51,0,25,39.8,0,NA,Premium,0
0.523,4,1.43,1,4,84.5,0,EU,Standard,0
0.474,1,1.77,0,10,54.1,0,LATAM,Standard,0
0.574,3,4.63,1,5,61.3,0,NA,Standard,0
0.564,3,3.89,1,89,23.7,0,LATAM,Basic,0
0.51,0,0.0,1,1,54.1,0,EU,Standard,0
0.481,3,4.03,0,7,63.0,0,NA,Standard,0
0.553,4,0.84,0,23,31.2,0,EU,Standard,0
0.531,0,3.88,1,3,0.0,1,EU,Basic,0
0.433,1,1.39,1,18,48.0,0,APAC,Premium,0
0.516,2,2.44,1,18,40.7,0,APAC,Standard,0
0.536,2,1.91,1,1,71.9,1,EU,Standard,0
0.466,3,6.04,1,8,34.2,0,EU,Standard,0
0.531,2,3.8,0,1,30.9,1,EU,Standard,1
0.433,3,5.52,1,71,21.6,0,NA,Standard,0
0.6,0,8.79,0,17,32.4,1,LATAM,Standard,1
0.595,3,3.09,1,35,98.3,0,NA,Standard,0
0.505,1,6.0,0,16,13.3,0,EU,AdTier,1
0.542,1,1.6,1,29,18.3,2,APAC,Premium,0
0.4,0,5.51,0,12,43.9,0,NA,Premium,0
0.451,1,1.38,0,4,84.5,0,EU,Standard,0
0.502,1,2.96,1,59,59.8,2,NA,AdTier,0
0.456,4,4.07,1,16,76.0,2,NA,Standard,0
0.563,0,4.39,1,14,37.3,1,EU,Premium,0
0.64,2,0.45,1,3,17.2,0,LATAM,Standard,1
0.449,1,1.27,0,10,36.0,1,NA,Premium,0
0.47,2,4.22,0,1,42.5,0,APAC,AdTier,0
0.534,2,2.26,1,19,45.2,2,EU,Standard,0
0.617,1,0.21,1,19,40.7,1,APAC,Basic,0
0.447,2,2.86,1,13,56.8,1,APAC,Premium,0
0.535,2,2.76,0,52,30.8,2,EU,Standard,0
0.629,4,3.35,1,18,26.5,0,EU,Standard,0
0.421,3,4.06,0,15,20.9,0,EU,Standard,0
0.443,2,3.93,1,2,49.1,0,EU,AdTier,0
0.495,4,1.46,0,8,47.1,0,APAC,AdTier,0
0.489,3,2.18,0,120,66.8,1,EU,Standard,1
0.569,3,4.86,0,1,75.9,0,APAC,Premium,0
0.534,1,1.91,1,16,20.9,0,NA,Standard,0
0.414,0,2.21,1,16,45.5,1,APAC,Standard,0
0.551,2,0.0,1,18,40.9,1,EU,Basic,0
0.485,0,2.94,0,19,14.3,0,NA,Basic,0
0.596,1,3.69,1,29,34.4,0,EU,Basic,0
0.482,1,0.0,0,21,76.3,0,APAC,Premium,0
0.482,1,0.86,0,1,32.3,1,EU,Standard,1
0.552,1,0.16,1,1,29.0,0,EU,Standard,0
0.566,2,4.58,0,1,44.0,2,APAC,Premium,1
0.547,3,0.0,0,56,63.2,1,LATAM,Basic,0
0.419,3,2.84,0,1,38.9,0,NA,Standard,0
0.552,1,4.44,1,2,47.6,0,NA,Standard,0
0.458,3,3.38,0,24,0.0,0,LATAM,Premium,0
0.534,0,2.12,0,22,56.4,0,NA,Basic,0
0.435,1,3.69,0,20,49.4,0,APAC,Standard,0
0.547,2,5.07,1,2,62.7,0,EU,Standard,0
0.472,1,2.78,0,12,7.6,0,NA,Premium,0
0.443,2,0.0,0,45,39.0,1,APAC,Basic,0
0.563,0,5.3,0,6,64.3,0,APAC,AdTier,1
0.534,1,3.8,0,1,33.9,0,NA,Standard,1
0.483,1,2.93,0,2,46.0,0,NA,Standard,0
0.607,6,0.0,1,9,36.8,0,APAC,Premium,0
0.494,4,2.4,0,8,37.3,0,EU,AdTier,1
0.522,6,1.25,0,23,68.3,0,NA,Premium,0
0.536,1,0.57,0,17,16.5,0,NA,Premium,0
0.483,1,2.73,0,31,44.0,1,EU,Premium,1
0.548,1,1.93,1,46,50.0,1,EU,Premium,0
0.488,3,2.06,1,44,63.8,0,APAC,Standard,0
0.495,0,4.48,1,16,42.6,0,APAC,Standard,0
0.602,5,3.51,0,2,64.4,1,EU,Standard,0
0.458,4,2.01,0,48,43.9,0,EU,Premium,0
0.4,2,1.76,0,17,47.4,0,EU,Standard,0
0.617,2,2.09,0,3,46.6,1,EU,Basic,1
0.673,2,2.51,1,12,58.1,0,LATAM,Standard,1
0.496,1,4.17,0,12,55.8,0,NA,Premium,0
0.404,4,0.91,0,5,22.7,1,EU,Standard,0
0.501,2,5.92,1,20,49.3,0,NA,Premium,0
0.503,0,4.17,0,2,55.8,0,APAC,Standard,1
0.509,3,0.0,1,6,74.2,0,APAC,Basic,0
0.453,2,3.17,0,57,24.8,0,NA,Premium,0
0.555,3,5.08,1,30,55.8,1,APAC,Basic,1
0.551,4,3.78,1,33,38.0,0,EU,Standard,0
0.43,6,2.18,1,45,48.8,0,LATAM,AdTier,0
0.562,3,2.88,0,5,23.5,0,APAC,Standard,1
0.643,3,3.36,0,6,44.7,1,APAC,Standard,0
0.53,0,4.54,0,2,51.4,2,NA,Basic,1
0.5,1,0.17,1,32,25.6,2,LATAM,Standard,0
0.511,3,1.79,0,35,74.0,1,APAC,Standard,0
0.557,3,6.28,0,1,14.1,0,APAC,Standard,0
0.416,3,3.07,0,49,55.8,0,APAC,Standard,0
0.53,1,6.06,1,6,0.0,0,APAC,AdTier,0
0.497,1,8.97,0,100,39.9,1,EU,Standard,0
0.631,2,2.02,0,3,54.6,0,NA,Basic,1
0.51,1,0.61,1,53,59.3,1,EU,AdTier,0
0.62,1,2.47,1,12,42.9,0,NA,Premium,0
0.454,2,5.2,1,19,40.2,2,NA,Basic,0
0.555,1,5.48,0,5,56.3,2,NA,Standard,0
0.539,3,7.54,0,31,64.0,2,EU,Basic,1
0.468,1,2.93,0,30,72.6,0,APAC,Premium,0
0.531,2,3.98,0,118,19.2,1,APAC,Premium,0
0.593,2,1.58,0,42,41.0,1,APAC,Premium,0
0.501,2,0.0,0,9,1.1,2,NA,Standard,0
0.418,2,2.92,0,3,17.6,0,APAC,Standard,0
0.519,3,0.69,0,9,30.9,0,LATAM,Standard,1
0.466,3,4.29,1,27,62.3,0,APAC,Premium,0
0.499,2,0.0,0,10,35.4,2,NA,Standard,0
0.515,3,1.52,1,16,39.2,1,LATAM,Standard,0
0.418,4,3.54,1,8,51.0,0,EU,Standard,1
0.423,2,3.74,0,28,31.6,0,EU,Premium,0
0.549,2,2.91,0,11,5.1,0,NA,Premium,1
0.489,1,6.73,1,8,30.1,2,APAC,Standard,1
0.4,2,6.14,1,30,42.6,0,APAC,Standard,0
0.567,1,1.63,0,22,54.4,0,APAC,Premium,0
0.536,1,6.22,0,1,40.9,1,NA,Premium,0
0.477,4,6.52,1,1,54.0,0,NA,Standard,0
0.441,3,2.75,1,5,63.5,1,LATAM,Premium,0
0.57,1,3.09,1,7,67.4,0,APAC,Premium,0
0.541,1,2.9,0,19,48.4,1,APAC,Basic,0
0.663,1,1.71,1,25,22.3,2,APAC,Standard,0
0.545,3,1.91,0,12,20.1,0,NA,Basic,0
0.543,4,5.64,0,21,22.0,1,EU,Premium,1
0.51,0,3.87,1,34,23.5,0,NA,Premium,0
0.569,4,1.89,0,2,47.0,0,EU,Basic,1
0.558,2,1.15,0,86,82.7,0,NA,Standard,0
0.595,0,1.48,1,3,49.2,1,EU,Premium,0
0.489,3,2.67,1,18,43.3,1,EU,Premium,0
0.494,4,4.83,1,17,64.2,1,APAC,Standard,1
0.491,4,1.28,0,24,28.4,0,NA,Standard,0
0.567,1,4.8,0,25,65.8,1,APAC,Standard,0
0.61,0,3.39,0,22,64.4,0,NA,Basic,0
0.492,3,3.29,0,15,46.2,1,LATAM,AdTier,1
0.495,2,5.05,0,5,86.9,0,EU,Premium,1
0.539,5,4.69,0,42,67.3,0,NA,Standard,0
0.505,1,0.19,0,14,45.9,0,APAC,AdTier,1
0.577,4,0.83,0,37,42.1,0,NA,Standard,0
0.4,3,2.54,0,4,36.4,0,EU,AdTier,0
0.47,1,3.71,0,18,42.4,2,APAC,AdTier,0
0.473,2,5.73,0,14,43.0,0,EU,Basic,0
0.4,1,3.13,1,26,38.6,1,EU,AdTier,0
0.462,3,6.41,0,7,40.7,1,EU,Premium,0
0.465,3,1.59,1,23,21.2,0,NA,Standard,0
0.508,0,1.92,0,30,33.6,0,EU,Standard,0
0.587,4,2.39,1,10,13.1,0,LATAM,Basic,0
0.505,1,1.37,1,1,53.3,0,NA,Premium,0
0.458,1,5.32,1,3,46.6,1,NA,Standard,0
0.517,1,0.0,1,13,42.5,0,NA,Standard,0
0.583,3,1.99,0,3,62.7,1,EU,Standard,0
0.461,3,5.3,0,36,27.7,1,LATAM,Standard,0
0.465,1,2.38,1,2,30.8,1,APAC,Standard,0
0.554,5,5.15,0,1,15.4,0,APAC,Basic,0
0.507,2,7.4,1,8,65.5,1,NA,Premium,0
0.559,2,3.16,1,12,57.1,2,EU,Standard,0
0.519,1,5.34,0,8,71.6,0,EU,Premium,0
0.562,3,7.84,0,15,76.7,1,NA,Standard,0
0.458,2,3.8,1,118,36.5,2,EU,Standard,0
0.519,1,2.9,1,59,30.8,0,EU,AdTier,0
0.507,1,4.8,1,12,9.1,0,APAC,Standard,0
0.447,2,5.37,1,61,23.0,1,APAC,Standard,0
0.426,3,2.92,0,16,38.5,0,EU,Standard,0
0.561,3,2.03,0,35,3.8,1,EU,Basic,0
0.499,0,6.43,0,1,23.5,1,APAC,Standard,1
0.459,2,2.46,0,9,43.3,1,NA,AdTier,0
0.514,1,5.39,1,74,62.9,0,NA,Basic,0
0.588,1,3.53,1,19,30.7,2,LATAM,Premium,0
0.4,5,6.65,1,1,47.6,0,APAC,Basic,0
0.43,0,1.3,0,12,82.3,0,LATAM,Basic,0
0.465,1,1.3,0,4,8.9,1,APAC,Premium,0
0.608,3,4.71,0,9,66.7,0,APAC,Premium,1
0.537,1,0.74,0,13,52.6,0,NA,Standard,0
0.566,1,3.23,0,4,70.3,2,EU,Standard,1
0.452,3,6.1,0,3,64.3,1,EU,Standard,0
0.453,3,0.0,0,8,31.7,0,NA,AdTier,0
0.547,1,3.8,0,13,45.0,0,APAC,Premium,1
0.523,1,5.42,1,12,15.8,2,NA,AdTier,0
0.553,2,2.95,1,24,34.5,0,NA,Standard,0
0.509,2,1.15,0,52,45.6,1,NA,Standard,0
0.537,2,2.47,1,7,51.1,1,APAC,Premium,0
0.529,3,1.32,0,2,60.8,1,EU,AdTier,1
0.567,0,3.14,0,10,76.7,0,NA,Premium,1
0.568,0,2.45,1,45,36.3,0,EU,Basic,0
0.423,3,1.97,0,8,67.9,0,NA,Standard,0
0.4,3,3.93,1,22,50.3,0,NA,AdTier,1
0.58,2,6.16,0,2,18.9,2,NA,Premium,0
0.591,3,3.66,0,10,42.0,0,APAC,AdTier,1
0.459,1,5.69,0,5,47.3,1,NA,Premium,0
0.408,2,6.16,0,16,28.3,0,NA,Basic,0
0.526,2,1.83,0,1,24.2,0,NA,Standard,0
0.576,3,3.55,0,2,23.5,1,APAC,Standard,1
0.628,3,2.15,0,8,34.1,2,NA,Basic,1
0.551,1,0.04,0,20,27.7,0,EU,Premium,0
0.498,1,3.71,0,22,69.6,1,NA,Standard,0
0.466,3,0.9,1,17,0.0,1,APAC,Basic,0
0.521,3,3.97,1,31,47.2,1,NA,Standard,0
0.502,1,0.0,1,15,55.6,0,EU,AdTier,0
0.459,5,3.34,1,39,25.7,2,NA,Premium,0
0.643,1,0.0,0,21,40.4,3,EU,Standard,0
0.627,3,4.35,1,1,38.2,0,NA,Premium,1
0.588,5,2.21,1,15,43.5,2,NA,AdTier,1
0.465,1,2.02,1,2,58.3,1,EU,Premium,1
0.571,4,5.25,1,23,56.5,0,LATAM,Standard,0
0.558,4,2.36,1,1,33.0,0,APAC,Basic,0
0.547,2,3.22,0,6,14.9,1,LATAM,Premium,1
0.595,2,2.6,1,29,48.3,0,EU,Basic,0
0.558,0,4.01,0,11,31.9,1,EU,Standard,0
0.564,5,5.09,0,44,34.4,1,APAC,Basic,0
0.558,2,4.67,0,8,49.5,1,NA,Standard,0
0.54,1,2.07,0,2,36.3,0,NA,Standard,1
0.413,2,5.42,0,21,51.1,1,NA,Standard,0
0.525,2,1.17,0,4,95.3,1,LATAM,Basic,0
0.487,2,1.52,0,1,58.7,0,APAC,Premium,0
0.443,2,2.74,1,33,71.9,1,NA,AdTier,0
0.621,0,5.09,0,7,55.2,0,APAC,Basic,0
0.624,6,0.66,0,3,46.5,1,APAC,Premium,1
0.602,3,4.78,1,1,55.5,0,EU,Basic,1
0.535,2,2.89,1,39,54.5,1,NA,Premium,0
0.601,3,2.13,1,2,62.3,0,APAC,Basic,1
0.521,1,5.2,0,4,46.2,0,NA,AdTier,1
0.532,2,1.39,1,46,18.8,0,NA,Basic,0
0.454,1,7.57,1,8,15.6,0,EU,Standard,0
0.544,2,2.65,0,7,54.2,0,NA,Premium,1
0.524,3,3.3,0,1,22.5,2,APAC,Premium,0
0.442,2,6.09,0,24,58.7,0,NA,Standard,0
0.517,4,3.35,1,19,71.8,0,APAC,Standard,0
0.515,2,5.38,1,73,40.6,0,EU,Premium,0
0.628,0,0.0,1,21,69.2,0,EU,AdTier,0
0.574,0,2.11,1,46,50.2,1,NA,Premium,0
0.521,1,3.79,1,19,45.5,2,NA,Basic,0
0.535,2,5.16,0,6,46.5,1,NA,AdTier,0
0.523,2,4.54,0,45,28.4,1,NA,Premium,0
0.508,2,4.35,0,64,25.8,0,NA,Standard,0
0.455,3,5.12,0,12,12.1,0,EU,Basic,0
0.511,2,3.95,0,25,30.3,0,EU,Standard,0
0.475,0,0.0,0,36,87.8,1,APAC,Standard,0
0.445,3,5.88,1,10,15.1,0,EU,Standard,0
0.551,1,1.32,0,9,21.5,1,NA,Standard,0
0.543,3,3.63,1,8,28.9,0,LATAM,Premium,0
0.413,1,3.36,1,36,29.8,0,EU,Basic,0
0.513,3,3.09,0,70,50.4,0,NA,Premium,0
0.58,0,0.79,0,9,32.8,2,NA,Basic,0
0.584,1,0.0,0,54,41.0,0,NA,AdTier,0
0.582,1,1.0,1,1,28.0,3,EU,Premium,0
0.522,0,4.65,1,29,35.5,0,NA,Premium,0
0.469,2,0.11,0,63,43.8,0,NA,Standard,0
0.455,4,1.24,1,12,42.3,0,NA,Standard,0
0.541,5,3.84,1,15,84.6,2,NA,Premium,0
0.543,3,0.95,0,24,44.4,0,EU,Premium,0
0.597,1,1.91,1,10,40.8,0,NA,Standard,0
0.586,2,3.16,0,21,0.0,1,NA,Standard,0
0.512,3,3.57,0,14,49.8,0,APAC,Standard,0
0.445,6,0.91,1,1,5.5,0,APAC,Premium,0
0.501,0,3.28,0,7,56.0,1,LATAM,Premium,0
0.533,2,3.8,1,5,47.8,0,NA,Standard,1
0.508,2,0.45,1,32,61.0,1,EU,Premium,0
0.485,0,3.43,0,16,32.3,0,NA,Premium,0
0.535,2,1.57,1,1,45.5,0,EU,Premium,0
0.49,3,3.25,0,11,58.5,0,APAC,Premium,0
0.482,0,4.45,0,1,26.4,0,NA,Standard,0
0.539,2,2.65,0,4,57.2,0,EU,Premium,0
0.496,4,4.83,1,17,56.3,0,NA,Premium,0
0.535,1,4.58,1,16,42.3,2,NA,Premium,0
0.536,3,4.82,0,18,76.6,0,APAC,Standard,0
0.452,2,3.81,0,20,55.3,0,NA,Premium,0
0.491,1,5.2,1,39,11.5,0,EU,Basic,1
0.606,2,3.77,1,26,64.8,0,EU,Basic,0
0.45,0,0.0,0,3,31.8,0,EU,Standard,1
0.4,3,1.42,0,29,61.0,0,NA,Premium,1
0.408,3,2.58,0,5,50.9,0,NA,Standard,0
0.522,2,2.83,0,10,0.0,1,NA,Premium,1
0.522,2,3.72,0,6,57.1,0,LATAM,AdTier,1
0.513,3,1.39,1,29,40.6,0,LATAM,Premium,0
0.593,1,7.02,1,17,35.8,0,EU,Premium,0
0.4,1,2.8,0,7,36.6,0,EU,Basic,0
0.544,2,2.98,1,1,60.8,0,EU,Basic,0
0.614,2,1.66,0,19,26.6,1,APAC,Standard,0
0.452,1,0.99,1,3,67.3,0,EU,AdTier,0
0.497,2,2.75,0,23,14.6,0,APAC,Premium,0
0.475,2,3.06,0,47,50.9,2,NA,Standard,1
0.466,2,2.83,0,31,60.4,0,APAC,AdTier,0
0.5,1,6.31,0,14,60.0,1,EU,Premium,0
0.606,1,2.75,1,4,48.7,0,EU,Premium,0
0.63,2,2.83,0,8,40.9,1,NA,Basic,1
0.5,3,4.63,0,35,34.0,0,NA,Premium,0
0.634,3,2.66,0,13,20.6,1,NA,Standard,0
0.522,1,4.08,1,4,31.3,0,LATAM,Basic,0
0.625,2,0.44,1,5,25.8,0,EU,Basic,1
0.514,0,0.46,1,13,22.5,2,EU,Standard,0
0.528,5,3.24,1,20,81.1,0,NA,Standard,0
0.542,3,2.54,1,2,10.6,0,NA,Basic,1
0.711,0,1.38,0,20,67.5,0,EU,Standard,0
0.571,2,3.24,1,20,20.3,0,LATAM,Standard,0
0.478,3,3.42,0,7,24.6,3,EU,Basic,1
0.578,0,1.58,1,18,24.2,0,NA,AdTier,0
0.498,2,1.96,1,8,22.8,2,NA,Premium,0
0.491,1,3.43,0,5,63.5,0,EU,Standard,1
0.575,0,0.96,0,12,56.8,1,APAC,Premium,0
0.522,2,1.79,0,1,40.3,2,EU,Premium,0
0.537,2,4.07,1,5,99.1,0,LATAM,Basic,0
0.521,0,2.95,0,42,44.7,0,EU,Premium,0
0.54,0,2.05,1,44,46.2,1,NA,Basic,0
0.545,0,1.19,0,1,31.3,0,NA,Standard,0
0.404,2,0.97,0,1,28.9,0,EU,Premium,0
0.56,2,2.74,0,1,34.3,0,APAC,AdTier,1
0.461,0,7.05,1,1,62.0,1,EU,Standard,0
0.433,1,4.13,0,29,56.4,0,APAC,Premium,0
0.516,1,0.33,1,14,70.8,0,NA,Premium,0
0.525,4,4.41,1,10,30.7,1,NA,AdTier,0
0.478,3,1.48,1,25,56.8,0,NA,Basic,0
0.57,1,2.99,0,24,51.1,0,NA,Basic,0
0.439,2,1.82,0,16,53.7,0,EU,Basic,0
0.496,2,7.05,0,49,27.7,1,LATAM,Basic,0
0.485,3,0.73,0,11,24.2,2,EU,AdTier,1
0.517,1,3.63,0,16,55.8,0,NA,Basic,0
0.537,3,1.63,0,20,62.5,0,EU,AdTier,0
0.46,4,4.48,1,13,32.6,0,APAC,Standard,0
0.563,2,3.59,0,18,57.2,2,NA,Basic,0
0.524,1,5.51,0,6,69.0,2,APAC,Standard,1
0.406,1,4.44,1,22,37.8,2,EU,Premium,0
0.402,1,1.61,0,1,16.2,0,EU,Basic,0
0.519,0,8.83,0,14,18.7,1,LATAM,AdTier,1
0.507,2,4.11,1,2,31.5,0,APAC,Basic,0
0.514,4,1.9,0,1,36.1,1,APAC,AdTier,0
0.518,0,3.41,0,2,44.3,0,APAC,Basic,0
0.534,4,4.26,0,9,44.7,0,EU,Premium,0
0.577,3,4.19,0,61,39.6,0,NA,Standard,0
0.453,1,3.99,0,39,58.6,0,NA,Premium,0
0.45,3,4.93,1,6,29.8,2,APAC,Premium,0
0.454,2,4.74,0,115,70.3,0,NA,Basic,0
0.537,5,1.3,0,5,63.8,0,LATAM,Basic,0
0.595,3,7.22,0,8,62.3,0,NA,Standard,0
0.494,1,6.94,1,12,31.8,0,EU,Standard,0
0.4,1,4.6,0,3,42.7,0,NA,Premium,0
0.418,2,3.08,0,7,59.5,0,APAC,Standard,0
0.47,0,3.11,0,17,41.0,0,EU,Standard,0
0.487,8,2.35,0,3,31.0,0,EU,Standard,0
0.495,5,2.61,0,4,30.2,2,NA,Premium,0
0.522,6,0.0,0,27,31.2,0,EU,Basic,0
0.501,1,6.06,0,19,21.8,0,NA,Standard,0
0.583,1,5.35,0,8,102.4,2,NA,Standard,1
0.479,2,0.0,1,6,6.0,1,NA,Standard,0
0.468,2,4.78,0,19,25.4,0,APAC,Standard,1
0.549,1,2.98,0,35,56.9,1,NA,Standard,0
0.428,1,2.6,0,27,31.4,0,NA,AdTier,0
0.543,4,3.99,0,21,38.0,1,NA,Standard,0
0.526,3,0.0,0,14,52.9,0,EU,Premium,0
0.511,1,2.98,0,15,65.6,0,NA,Standard,0
0.615,1,3.16,0,13,39.5,1,NA,Premium,1
0.483,3,3.16,0,37,63.4,0,NA,Premium,0
0.644,1,0.27,0,11,11.1,0,NA,AdTier,0
0.506,2,3.89,0,8,32.9,1,APAC,Basic,0
0.443,1,5.12,0,36,54.9,0,APAC,Standard,0
0.524,2,3.81,0,45,84.5,0,APAC,Basic,0
0.455,2,2.54,0,3,25.7,2,EU,Basic,0
0.475,1,8.38,0,63,22.2,0,NA,AdTier,0
0.544,3,1.15,0,45,51.8,0,NA,AdTier,0
0.553,4,4.55,1,19,46.1,0,APAC,Premium,0
0.483,1,3.49,0,10,30.6,1,APAC,Standard,0
0.579,0,7.02,0,8,20.7,1,LATAM,Premium,0
0.589,2,3.77,1,29,34.7,0,LATAM,AdTier,0
0.606,3,4.2,0,20,55.4,1,APAC,AdTier,1
0.552,1,4.01,0,8,38.3,0,NA,AdTier,0
0.602,1,0.88,1,5,68.4,1,LATAM,Standard,0
0.407,1,1.26,0,28,42.3,1,NA,Standard,0
0.501,2,2.45,1,6,57.0,0,NA,Basic,0
0.468,2,4.91,0,20,50.6,1,APAC,Basic,0
0.527,3,3.47,0,13,36.9,0,EU,Standard,0
0.486,2,2.59,0,34,61.7,1,NA,Basic,0
0.51,2,5.74,1,35,20.7,1,EU,Premium,0
0.633,1,0.0,0,6,33.9,0,APAC,Premium,0
0.51,4,0.41,0,24,36.7,0,NA,Premium,0
0.545,2,0.0,1,5,52.6,0,EU,Basic,0
0.506,3,5.42,1,2,57.6,0,NA,Standard,0
0.525,2,2.81,0,27,28.7,0,NA,AdTier,0
0.52,4,4.93,0,17,25.9,1,NA,AdTier,0
0.547,2,2.78,1,1,46.6,0,APAC,AdTier,0
0.59,0,5.05,1,4,14.2,1,NA,AdTier,0
0.619,0,2.75,1,3,65.2,1,EU,Basic,0
0.539,3,3.82,1,6,40.5,2,APAC,Premium,0
0.555,2,3.53,1,20,21.6,1,NA,Standard,1
0.451,2,3.68,0,21,21.2,0,EU,Standard,0
0.515,3,6.37,0,14,51.3,0,NA,Standard,0
0.576,1,0.0,0,14,50.7,0,EU,Premium,0
0.572,2,2.86,1,44,29.6,0,APAC,Standard,0
